pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
40270923,human,True,retrospective_cohort,This retrospective study analyzed 146 patients,clinical_cohort,True,"Patients who required graft resizing were assigned to the sizing group (S), non-resizing cases to the non-sizing group (NS).",Surgical / procedural,prevention,146.0,This retrospective study analyzed 146 patients,
40232854,ex_vivo_human,False,other,We performed single-cell RNA-Seq (scRNA-Seq) on explanted human lungs,mechanistic_translational,False,,,na,10.0,"4 patients with CLAD-BOS, 3 patients with cGVHD-BOS, and 3 deceased controls",
40221688,human,True,retrospective_cohort,A retrospective cohort study of lung transplant patients from the University of Tokyo Hospital was conducted,clinical_cohort,False,,,na,95.0,Of the 95 patients included in this study,
40292238,human,True,other,A 33-year-old female presented with acute lung allograft dysfunction,case_report_series,True,Each subsegment was dilated with an 8 mm balloon dilatation catheter.,Surgical / procedural,na,1.0,in a patient with CLAD,
40223386,human,True,retrospective_cohort,"longitudinal, retrospective study",clinical_cohort,True,before and after COVID-19 vaccination,Other pharmacological,prevention,83.0,Our study included 83 patients,
40157396,human,True,prospective_cohort,"prospective, observational single-center study",clinical_cohort,True,comparing FBx and CBx,Surgical / procedural,na,49.0,We performed FBx and CBx in 49 patients,
40294109,human,True,prospective_cohort,"We conducted a prospective, open-label trial of lung transplant recipients",trial,True,"early conversion (within 30 days) to LCP tacrolimus (LCPT, n = 40) and compared first-year outcomes to a historical control of patients who remained on immediate-release tacrolimus (IRT, n = 24)",Other pharmacological,prevention,64.0,"LCPT, n = 40 ... IRT, n = 24",
40145054,human,True,retrospective_cohort,Investigators reviewed patient SOP electronic medical record clinical data,clinical_cohort,False,,,na,103.0,The study included a total of 257 dd-cfDNA results from 103 SLT patients,
40242055,human,True,retrospective_cohort,We compared survival between lung transplant recipients,clinical_cohort,False,,,na,203.0,SARS-CoV-2 (+) (n = 11) and SARS-CoV-2 (-) donors (n = 192),
40145051,human,True,retrospective_cohort,This retrospective single-center study,clinical_cohort,False,,,na,,,
40145047,human,True,retrospective_cohort,"This single-center, retrospective cohort analyzed LTRs",clinical_cohort,True,MMF dose reduction or hold ≥7 days,Other pharmacological,prevention,109.0,Of 109 patients evaluated,
40144818,human,True,cross_sectional,"Dynamic 19F-MRI was performed in ten lung transplant recipients, four without CLAD and six with CLAD",mechanistic_translational,False,,,na,10.0,Dynamic 19F-MRI was performed in ten lung transplant recipients,
40144837,human,True,other,Within a larger cohort study,clinical_cohort,False,,,na,141.0,141 lung transplant recipients,
40145037,human,True,retrospective_cohort,Data from 284 LTx recipients with available post-LTx pHmetry findings were reviewed,clinical_cohort,True,antireflux surgery (ARS),Antireflux surgery,prevention,284.0,Data from 284 LTx recipients with available post-LTx pHmetry findings were reviewed,
40144843,human,True,registry,The international society for heart and lung transplantation (ISHLT) International Thoracic Organ Transplant Registry ... was reviewed,registry,True,"Concomitant abdominal organ transplant of the liver, kidney, and/or pancreas with lung transplant (Con-AbLTx)",Surgical / procedural,na,975.0,A total of 195 Con-AbLTx and 780 propensity-matched LTx-only cases were compared.,
40278827,human,True,retrospective_cohort,We studied patients with double lung transplants in our program between 2004 and 2016,clinical_cohort,False,,,na,473.0,Of 473 recipients,
40144828,human,True,registry,The ISHLT International Thoracic Organ Transplant Registry was queried,registry,True,Concomitant liver and lung transplant (ConLi-LTx),Surgical / procedural,na,90.0,We identified 18 ConLi-LTx who were compared to 72 LTx-only cases,
40144724,human,True,retrospective_cohort,We analyzed retrospectively 241 bilateral lung transplant recipients between 2005 and 2021.,clinical_cohort,False,,,na,241.0,241 bilateral lung transplant recipients,
40144270,human,True,other,,mechanistic_translational,False,,,na,75.0,We analyzed 101 samples from 75 individuals.,
40144727,human,True,retrospective_cohort,,clinical_cohort,False,,,na,134.0,A total of 134 LTx recipients transplanted between 2011 and 2020 were included.,
40144262,human,True,retrospective_cohort,Retrospective review of LTx recipients' medical records and registry data linkage were performed,clinical_cohort,False,,,na,1631.0,"1,715 LTx in 1,631 patients",
40136064,human,True,retrospective_cohort,We retrospectively analyzed routine inspiratory and expiratory CT scans from 78 patients,mechanistic_translational,False,,,na,78.0,from 78 patients,
40143909,human,True,other,We report 2 patients with PAH,case_report_series,True,Upon discontinuation of PDE5i therapy,Other pharmacological,prevention,2.0,We report 2 patients with PAH,
40143922,human,True,other,discovery cohort of longitudinal plasma samples,mechanistic_translational,False,,,na,94.0,51 CMV seropositive human lung transplant recipients... An additional 43 CMV seropositive lung transplant recipients,
40143901,human,True,cross_sectional,Those with established allografts (n = 10) underwent 129Xe gas-exchange MRI and spectroscopy and were compared to results from 16 young healthy volunteers and 16 age-matched healthy volunteers.,mechanistic_translational,False,,,na,9.0,"The analysis included 9 lung transplant recipients, 7 with CLAD and 2 without.",
40120236,human,True,prospective_cohort,We longitudinally examined 41 lung transplant (LTx) recipients and 31 kidney transplant (KTx) recipients,mechanistic_translational,False,,,na,72.0,41 lung transplant (LTx) recipients and 31 kidney transplant (KTx) recipients,
40094256,human,True,retrospective_cohort,Our retrospective cohort study analyzed data from lung transplant recipients at the University Hospital Zurich (2022-2023).,clinical_cohort,True,patients on everolimus and patients on standard calcineurin inhibitor-based regimens,mTOR inhibitor,na,,,
40117366,mixed,True,other,,mechanistic_translational,False,,,na,,,
40061536,human,True,retrospective_cohort,retrospective single-center analysis including patients undergoing lung retransplantation,clinical_cohort,False,,,na,70.0,Seventy patients were included in the analysis,
40143912,human,True,other,The validation cohort consisted of 25 lung transplant patients,clinical_cohort,True,patients with chronic lung allograft dysfunction (CLAD) undergoing ECP,Extracorporeal photopheresis,treatment_established_clad,25.0,The validation cohort consisted of 25 lung transplant patients,
40005684,human,True,retrospective_cohort,A retrospective study was conducted on 15 lung transplant recipients,clinical_cohort,False,,,na,15.0,A retrospective study was conducted on 15 lung transplant recipients,
40120999,human,True,prospective_cohort,included adult lung transplant recipients from 2 prospective cohort studies,mechanistic_translational,False,,,na,209.0,The final analysis included 209 subjects,
40099992,human,True,retrospective_cohort,"Data were collected from all LTx patients transplanted between December 1, 2013 and January 1, 2022",clinical_cohort,True,The effectiveness of nebulized amphotericin B (AmB) or statins for IA prevention,Statin,prevention,274.0,Aspergillus was cultured in 110 /274 (40%) patients post-LTx,
40606296,human,True,retrospective_cohort,LTx patients transplanted at the University Medical Center Groningen between 2004 and 2017 were screened,mechanistic_translational,False,,,na,38.0,Nineteen patients with BOS were selected and matched with 19 patients with non-BOS,
40046911,ex_vivo_human,False,other,,mechanistic_translational,False,,,na,,,
39988210,human,True,retrospective_cohort,In this retrospective cohort study,clinical_cohort,False,,,na,92.0,we evaluated 92 living-donor lobar lung transplantations,
40078820,human,True,retrospective_cohort,case-control retrospective study,clinical_cohort,False,,,na,1025.0,A total of 29 TMA cases (2.9%) were identified out of 1025 LTx,
40065796,human,True,other,A Case Report,case_report_series,False,,,treatment_established_clad,1.0,We present a 32-year-old female,
39938661,human,True,retrospective_cohort,We completed a retrospective cohort study,clinical_cohort,True,compared outcomes in patients on AZA vs MMF,Other pharmacological,prevention,224.0,224 patients were included,
39938701,human,True,retrospective_cohort,retrospectively analyzed across two centers between 2016 and 2023,clinical_cohort,False,,,na,17.0,Seventeen patients underwent single (n=2) or double (n=15) LTx,
39971216,human,True,prospective_cohort,Serum samples were collected from 89 crossmatch-negative bilateral LTx recipients at the time of LTx and 6 months post-LTx,mechanistic_translational,False,,,na,89.0,89 crossmatch-negative bilateral LTx recipients,
39944692,human,True,prospective_cohort,blood samples collected sequentially post-transplant from a cohort of 81 LTR,mechanistic_translational,False,,,na,81.0,a cohort of 81 LTR,
39829718,human,True,retrospective_cohort,"single center, retrospective observational cohort analysis",clinical_cohort,False,,,na,128.0,n = 128,
39992597,human,True,retrospective_cohort,Eighty-two lung transplantation procedures were performed in interstitial lung disease patients between January 2008 and December 2019.,mechanistic_translational,False,,,na,77.0,"In total, 28 female and 49 male patients",
39892791,human,True,retrospective_cohort,retrospective nested case-control-study,clinical_cohort,False,,,na,138.0,69 patients with RAS and 69 matched non-CLAD controls,
39741270,human,True,retrospective_cohort,"We retrospectively evaluated the safety, complications, and efficacy of transbronchial biopsy (TBB)",clinical_cohort,False,,,na,59.0,on 59 out of 94 lung transplant recipients,
39779317,human,True,retrospective_cohort,"A retrospective, single-centre observational study",clinical_cohort,False,,,na,40.0,40 patients were identified,
39764156,human,True,other,at three consecutive time points,mechanistic_translational,False,,,na,20.0,in 20 CLAD patients,
39753490,human,True,other,A case-control study was designed with a cohort of lung transplant recipients at our institution.,clinical_cohort,False,,,na,48.0,Twenty-seven patients with ABMR and without anti-HLA antibodies were identified ... and a control group of 21 transplant recipients was selected,
39652304,human,True,retrospective_cohort,retrospective study,clinical_cohort,False,,,na,134.0,134 recipients were enrolled in this retrospective study,
39989456,mixed,False,other,Using a murine model of orthotopic lung transplantation,mechanistic_translational,True,blocking NKG2D in vivo attenuated the airway remodeling following transplantation,Antibody / biologic,prevention,,,
